"trip_id","driver_id","customer_id","trip_date","distance_km","fare_amaount","rating","vehicle_type","pickup_location"
4291,121,1258,"2025-02-07",3.4,71.96,2,"Mini","Delhi"
4292,93,1578,"2025-05-21",12.09,350.61,4,"Mini","Kanpur"
4293,145,1256,"2025-12-06",31.11,516.94,5,"Sedan","Prayagraj"
4294,194,1805,"2025-01-08",7.6,191.18,4,"Hatchback","Kanpur"
4295,40,1173,"2025-03-18",18.63,392.69,5,"SUV","Prayagraj"
4296,99,1304,"2025-05-26",28.98,446.18,4,"Hatchback","Lucknow"
4297,95,1379,"2025-06-15",27.51,799.22,3,"Hatchback","Kanpur"
4298,181,1341,"2025-08-08",6.79,143.39,1,"Mini","Agra"
4299,173,1320,"2025-04-21",20.52,473.68,2,"SUV","Agra"
4300,148,1741,"2025-11-04",17.58,523.75,1,"Hatchback","Prayagraj"
4301,134,1183,"2025-12-22",33.29,517.01,2,"Mini","Noida"
4302,37,1971,"2025-08-06",16.33,406.79,5,"Sedan","Lucknow"
4303,16,1578,"2025-08-16",37.98,674.39,3,"Hatchback","Prayagraj"
4304,198,1621,"2025-01-20",2.89,47.87,4,"Mini","Kanpur"
4305,88,1695,"2025-02-25",36.87,590.18,2,"Sedan","Kanpur"
4306,65,1317,"2025-11-10",9.87,273.65,1,"Mini","Agra"
4307,30,1392,"2025-04-04",24.77,703.73,1,"SUV","Prayagraj"
4308,60,1603,"2025-11-22",11.03,278.99,1,"SUV","Noida"
4309,157,1151,"2025-02-27",36.95,988.34,1,"Hatchback","Lucknow"
4310,45,1942,"2025-08-02",2.95,48.01,1,"Sedan","Noida"
4311,60,1669,"2025-08-26",6.79,116.65,4,"Hatchback","Lucknow"
4312,74,1636,"2025-10-14",19.25,304.38,3,"Mini","Prayagraj"
4313,43,1913,"2025-10-08",22.58,639.85,2,"Sedan","Agra"
4314,170,1531,"2025-12-22",9.35,162.52,1,"Sedan","Lucknow"
4315,14,1924,"2025-05-30",18.01,426.01,3,"Mini","Prayagraj"
4316,83,1141,"2025-05-19",17.93,404.3,4,"Mini","Kanpur"
4317,178,1842,"2025-01-10",34.1,724.77,4,"Hatchback","Agra"
4318,88,1182,"2025-07-05",7.91,193.12,4,"SUV","Agra"
4319,121,1507,"2025-10-08",22.9,582.19,5,"Hatchback","Kanpur"
4320,179,1621,"2025-05-20",18.78,510.01,4,"Hatchback","Agra"
4321,14,1445,"2025-02-14",19.79,527.04,2,"Mini","Lucknow"
4322,134,1063,"2025-11-03",22.74,393.99,2,"SUV","Agra"
4323,165,1775,"2025-07-13",28.11,451.67,3,"Sedan","Agra"
4324,127,1077,"2025-11-27",3.02,60.77,5,"Mini","Kanpur"
4325,102,1556,"2025-09-21",14.72,381.68,1,"SUV","Kanpur"
4326,103,1388,"2025-06-06",28.22,831.23,4,"Hatchback","Prayagraj"
4327,135,1196,"2025-03-05",4.44,97.65,2,"Hatchback","Lucknow"
4328,96,1689,"2025-12-18",23.15,472.59,3,"Sedan","Agra"
4329,155,1088,"2025-11-12",32.09,522.14,5,"Hatchback","Noida"
4330,180,1122,"2025-08-30",2.75,59.4,1,"Mini","Agra"
4331,44,1041,"2025-09-03",35.14,581.27,4,"Sedan","Prayagraj"
4332,74,1060,"2025-05-26",38.06,839.96,2,"SUV","Agra"
4333,188,1454,"2025-11-02",39.05,924.89,4,"Mini","Prayagraj"
4334,106,1086,"2025-12-09",7.76,222.56,1,"Hatchback","Kanpur"
4335,147,1948,"2025-01-01",5.48,158.35,1,"Mini","Kanpur"
4336,189,1371,"2025-01-15",32.98,740.25,2,"Sedan","Delhi"
4337,74,1579,"2025-08-31",3.83,77.44,2,"SUV","Prayagraj"
4338,21,1013,"2025-12-12",27.94,492.7,2,"Mini","Delhi"
4339,122,1276,"2025-11-28",36.37,976.84,4,"Hatchback","Prayagraj"
4340,83,1610,"2025-08-20",10.74,257.62,3,"Hatchback","Lucknow"
4341,174,1697,"2025-11-12",15.17,314.83,3,"SUV","Kanpur"
4342,29,1358,"2025-04-19",12.69,267.34,4,"Hatchback","Kanpur"
4343,94,1096,"2025-04-07",37.76,1012.1,2,"Mini","Noida"
4344,109,1816,"2025-07-22",31.16,873.29,5,"Mini","Agra"
4345,97,1786,"2025-01-03",22.28,582.69,5,"Hatchback","Delhi"
4346,118,1309,"2025-11-03",20.86,340.56,1,"Hatchback","Noida"
4347,133,1522,"2025-02-10",13.33,344.63,3,"Hatchback","Noida"
4348,55,1979,"2025-06-22",25.27,574.45,5,"Mini","Lucknow"
4349,92,1455,"2025-05-11",12.76,200.04,3,"Hatchback","Kanpur"
4350,112,1215,"2025-04-04",23.47,555.38,3,"Hatchback","Lucknow"
4351,189,1606,"2025-02-25",14.06,416.32,1,"Sedan","Kanpur"
4352,180,1531,"2025-07-10",28.28,448.27,1,"Hatchback","Agra"
4353,157,1568,"2025-12-09",27.74,789.37,3,"SUV","Lucknow"
4354,148,1422,"2025-03-02",4.9,99.74,5,"SUV","Kanpur"
4355,178,1204,"2025-11-30",33.11,722.11,3,"Sedan","Kanpur"
4356,108,1272,"2025-03-21",35.62,613.27,3,"Mini","Prayagraj"
4357,85,1304,"2025-10-07",37.43,566.31,2,"Mini","Noida"
4358,37,1992,"2025-02-02",34.85,898.22,3,"Mini","Prayagraj"
4359,72,1458,"2025-06-06",11.7,303.41,4,"Sedan","Delhi"
4360,117,1982,"2025-02-23",8.63,161.54,4,"Hatchback","Prayagraj"
4361,47,1083,"2025-05-15",20.03,539.13,4,"Sedan","Agra"
4362,13,1829,"2025-05-19",8.96,179.55,3,"SUV","Noida"
4363,115,1886,"2025-08-08",33.62,595.54,5,"Mini","Noida"
4364,121,1339,"2025-05-31",39.74,908.9,3,"Hatchback","Noida"
4365,76,1990,"2025-02-05",11.8,256.99,2,"Hatchback","Kanpur"
4366,35,1740,"2025-10-25",6.39,154.35,2,"Mini","Kanpur"
4367,112,1187,"2025-12-23",28.27,832.22,4,"Hatchback","Prayagraj"
4368,149,1214,"2025-05-09",39.66,1182.58,4,"SUV","Noida"
4369,72,1862,"2025-09-28",24.91,415.08,3,"Hatchback","Agra"
4370,172,1358,"2025-07-28",24.95,532.16,1,"Sedan","Delhi"
4371,35,1723,"2025-03-09",17.56,474.99,2,"Sedan","Agra"
4372,158,1259,"2025-09-23",3.07,65.34,1,"Hatchback","Lucknow"
4373,181,1134,"2025-08-19",5.88,91.3,3,"SUV","Lucknow"
4374,173,1181,"2025-11-30",4.01,110.5,4,"Sedan","Noida"
4375,73,1306,"2025-08-22",17.73,438.47,3,"Mini","Lucknow"
4376,27,1134,"2025-11-17",34.74,937.88,1,"SUV","Noida"
4377,48,1571,"2025-09-07",28.54,638.53,5,"Sedan","Agra"
4378,77,1356,"2025-11-15",17.82,352.56,5,"Hatchback","Noida"
4379,111,1334,"2025-12-29",17.25,318.69,3,"Sedan","Noida"
4380,142,1697,"2025-09-25",37.34,652.66,2,"Hatchback","Lucknow"
4381,170,1536,"2025-12-27",4.89,85.92,5,"Mini","Agra"
4382,81,1855,"2025-11-11",24.19,693.53,3,"Mini","Noida"
4383,195,1318,"2025-03-31",37.05,892.38,5,"SUV","Prayagraj"
4384,115,1905,"2025-01-19",33.95,1013.48,3,"SUV","Kanpur"
4385,173,1172,"2025-11-12",11.22,281.04,5,"Mini","Kanpur"
4386,43,1215,"2025-03-23",32.12,845.38,1,"SUV","Agra"
4387,76,1130,"2025-08-15",37.9,865.8,4,"Mini","Lucknow"
4388,170,1797,"2025-06-23",18.24,421.78,2,"Mini","Lucknow"
4389,8,1740,"2025-05-05",22.11,576.67,2,"Sedan","Noida"
4390,144,1232,"2025-05-18",39.77,884.75,4,"Sedan","Prayagraj"
4391,138,1234,"2025-04-24",2.28,40.42,3,"Hatchback","Prayagraj"
4392,88,1913,"2025-08-06",28.76,638.62,2,"SUV","Prayagraj"
4393,116,1512,"2025-11-26",6.9,186.74,1,"Sedan","Delhi"
4394,92,1723,"2025-10-27",14.56,292.58,4,"SUV","Kanpur"
4395,57,1764,"2025-11-22",37.78,1006.43,2,"SUV","Noida"
4396,115,1945,"2025-01-12",15.09,435.6,3,"SUV","Delhi"
4397,40,1340,"2025-06-25",3.59,92.99,3,"Hatchback","Agra"
4398,180,1701,"2025-04-25",21.81,564.81,5,"Mini","Agra"
4399,27,1426,"2025-09-02",26.67,517.33,5,"Sedan","Delhi"
4400,74,1410,"2025-11-27",31.97,681.6,4,"SUV","Noida"
4401,88,1390,"2025-11-08",16.86,451.87,1,"Hatchback","Delhi"
4402,68,1765,"2025-12-10",21.57,623.62,4,"Mini","Prayagraj"
4403,46,1639,"2025-02-06",10.67,190.05,2,"Hatchback","Noida"
4404,120,1941,"2025-12-20",24.89,504.86,4,"Sedan","Kanpur"
4405,42,1245,"2025-12-13",27.05,577.48,5,"Hatchback","Delhi"
4406,72,1982,"2025-03-23",24.14,576.76,4,"Hatchback","Kanpur"
4407,143,1609,"2025-06-15",20.55,315.66,2,"Sedan","Kanpur"
4408,58,1881,"2025-05-06",6.89,177.6,5,"Sedan","Prayagraj"
4409,130,1511,"2025-02-16",6.46,166.8,4,"SUV","Noida"
4410,141,1640,"2025-01-28",10.51,213.75,3,"Sedan","Kanpur"
4411,30,1375,"2025-04-22",22.55,343.97,2,"Mini","Delhi"
4412,104,1470,"2025-01-11",33.83,607.79,2,"Mini","Agra"
4413,19,1327,"2025-07-15",8.3,219.98,3,"Mini","Prayagraj"
4414,149,1684,"2025-06-01",25.6,561.67,3,"Mini","Delhi"
4415,95,2000,"2025-07-08",23.6,570.51,1,"Hatchback","Delhi"
4416,162,1397,"2025-03-10",36.07,670.9,5,"Sedan","Agra"
4417,74,1920,"2025-02-08",6.36,144.43,5,"SUV","Noida"
4418,81,1135,"2025-12-06",15.11,263.02,3,"SUV","Kanpur"
4419,199,1543,"2025-11-27",37.81,1074.31,5,"SUV","Kanpur"
4420,18,1625,"2025-11-19",16.99,334.7,2,"Sedan","Delhi"
4421,76,1728,"2025-06-01",33.62,693.04,3,"SUV","Kanpur"
4422,171,1139,"2025-08-31",32.55,507.96,4,"Hatchback","Agra"
4423,199,1561,"2025-03-14",9.69,219.9,3,"Sedan","Lucknow"
4424,62,1177,"2025-02-16",33.26,679.69,2,"Hatchback","Delhi"
4425,150,1206,"2025-08-12",2.37,60.51,2,"Hatchback","Prayagraj"
4426,148,1257,"2025-02-16",33.75,904.16,2,"Sedan","Noida"
4427,169,1169,"2025-07-01",36.24,740.22,4,"Hatchback","Noida"
4428,73,1948,"2025-09-02",23.59,604.16,5,"Hatchback","Kanpur"
4429,61,1926,"2025-03-20",7.18,205.8,3,"Hatchback","Agra"
4430,153,1090,"2025-02-28",2.31,53.84,2,"Hatchback","Prayagraj"
4431,68,1821,"2025-09-15",38.6,1144.91,3,"Mini","Kanpur"
4432,176,1639,"2025-08-10",9.68,232.44,2,"Mini","Agra"
4433,127,1245,"2025-05-29",22.78,371.49,2,"Sedan","Kanpur"
4434,159,1089,"2025-12-23",7.73,205.61,2,"Sedan","Lucknow"
4435,79,1574,"2025-01-18",3.5,67.72,2,"Sedan","Noida"
4436,18,1593,"2025-07-14",22.71,520.61,4,"Hatchback","Delhi"
4437,147,1111,"2025-12-13",8.0,134.04,5,"Sedan","Noida"
4438,50,1329,"2025-07-20",7.86,196.98,5,"SUV","Kanpur"
4439,195,1442,"2025-11-17",18.81,324.93,4,"Mini","Kanpur"
4440,183,1902,"2025-12-23",39.68,1174.81,1,"Mini","Kanpur"
4441,177,1562,"2025-10-16",2.43,60.33,1,"Sedan","Noida"
4442,10,1329,"2025-01-16",32.14,713.09,1,"SUV","Prayagraj"
4443,196,1909,"2025-05-08",9.83,170.88,3,"Hatchback","Noida"
4444,127,1079,"2025-05-12",15.98,246.37,5,"Mini","Agra"
4445,127,1465,"2025-06-27",15.11,413.95,2,"Hatchback","Prayagraj"
4446,58,1078,"2025-07-13",34.67,758.87,2,"Sedan","Agra"
4447,128,1983,"2025-11-25",2.99,53.63,5,"Sedan","Kanpur"
4448,191,1788,"2025-01-29",26.79,744.54,3,"Mini","Kanpur"
4449,147,1627,"2025-07-14",38.26,1009.89,2,"Sedan","Agra"
4450,4,1354,"2025-11-01",17.16,376.23,5,"Hatchback","Agra"
4451,102,1407,"2025-12-18",36.73,1026.23,5,"SUV","Prayagraj"
4452,56,1707,"2025-08-25",7.2,190.71,1,"Sedan","Agra"
4453,134,1839,"2025-01-05",6.11,154.08,1,"Mini","Kanpur"
4454,108,1203,"2025-05-08",12.43,195.5,2,"SUV","Delhi"
4455,193,1416,"2025-06-22",10.19,157.53,5,"Mini","Delhi"
4456,178,1539,"2025-10-10",12.84,326.62,2,"SUV","Lucknow"
4457,2,1861,"2025-10-23",19.79,474.89,4,"SUV","Lucknow"
4458,139,1859,"2025-12-21",21.93,621.5,2,"Hatchback","Noida"
4459,92,1324,"2025-02-27",37.93,991.51,2,"Sedan","Noida"
4460,55,1942,"2025-06-09",38.28,1023.07,5,"SUV","Lucknow"
4461,53,1561,"2025-12-30",18.28,423.0,4,"SUV","Agra"
4462,50,1149,"2025-05-04",35.37,976.84,5,"Sedan","Kanpur"
4463,66,1450,"2025-07-06",11.81,218.85,5,"Hatchback","Agra"
4464,133,1442,"2025-09-03",18.0,485.88,3,"Sedan","Agra"
4465,34,1040,"2025-07-24",10.77,285.41,2,"Sedan","Agra"
4466,148,1453,"2025-09-04",14.65,415.38,4,"Sedan","Kanpur"
4467,2,1526,"2025-02-22",11.89,269.91,1,"Hatchback","Delhi"
4468,46,1558,"2025-02-27",32.37,665.14,3,"SUV","Prayagraj"
4469,107,1552,"2025-07-15",16.41,263.0,1,"Sedan","Delhi"
4470,51,1899,"2025-07-12",16.69,258.12,1,"Sedan","Noida"
4471,192,1023,"2025-06-20",25.09,526.77,3,"Hatchback","Prayagraj"
4472,90,1932,"2025-05-13",25.96,537.02,2,"Mini","Noida"
4473,193,1262,"2025-04-29",38.85,804.06,4,"Mini","Kanpur"
4474,51,1298,"2025-12-13",39.57,1072.52,3,"Hatchback","Delhi"
4475,91,1691,"2025-07-30",39.69,1099.97,4,"Sedan","Kanpur"
4476,23,1095,"2025-11-04",10.77,162.67,4,"SUV","Lucknow"
4477,57,1992,"2025-09-25",20.87,359.96,4,"Mini","Delhi"
4478,167,1878,"2025-08-16",28.11,712.78,2,"Mini","Noida"
4479,15,1965,"2025-10-25",10.81,221.76,3,"Mini","Kanpur"
4480,67,1031,"2025-11-06",39.23,932.97,5,"Sedan","Agra"
4481,9,1557,"2025-02-28",27.95,799.46,1,"SUV","Agra"
4482,193,1793,"2025-01-10",32.53,873.78,2,"Hatchback","Noida"
4483,49,1893,"2025-08-31",25.88,606.36,4,"Sedan","Kanpur"
4484,125,1951,"2025-10-20",28.26,497.12,3,"Hatchback","Prayagraj"
4485,153,1978,"2025-07-01",6.72,182.58,3,"Hatchback","Noida"
4486,85,1301,"2025-03-12",30.46,652.34,1,"Mini","Prayagraj"
4487,112,1134,"2025-09-01",28.53,579.33,3,"SUV","Noida"
4488,107,1991,"2025-02-04",2.29,34.76,4,"SUV","Delhi"
4489,73,1714,"2025-06-13",13.63,323.02,5,"SUV","Lucknow"
4490,105,1729,"2025-04-19",13.9,233.01,5,"SUV","Lucknow"
4491,132,1621,"2025-09-07",18.06,517.27,1,"Sedan","Kanpur"
4492,143,1990,"2025-02-22",5.44,82.64,2,"Hatchback","Prayagraj"
4493,20,1756,"2025-05-03",26.93,585.11,1,"Hatchback","Noida"
4494,179,1944,"2025-05-28",13.47,259.0,2,"SUV","Delhi"
4495,139,1207,"2025-11-24",29.12,774.83,2,"Mini","Lucknow"
4496,183,1368,"2025-07-27",27.63,750.02,4,"Sedan","Prayagraj"
4497,107,1907,"2025-06-16",9.91,285.16,4,"Hatchback","Prayagraj"
4498,25,1848,"2025-02-12",19.34,496.35,3,"SUV","Prayagraj"
4499,135,1887,"2025-08-28",29.7,474.35,1,"Hatchback","Kanpur"
4500,125,1746,"2025-10-23",37.43,1086.97,1,"Sedan","Agra"
4501,103,1264,"2025-05-11",6.53,127.4,4,"Sedan","Kanpur"
4502,62,1062,"2025-10-23",39.98,1113.2,4,"Hatchback","Delhi"
4503,126,1218,"2025-12-10",8.55,226.67,5,"Hatchback","Prayagraj"
4504,185,1686,"2025-09-05",9.02,202.55,3,"Mini","Agra"
4505,144,1909,"2025-03-03",2.18,48.03,2,"Hatchback","Lucknow"
4506,41,1089,"2025-11-29",8.56,247.99,5,"Sedan","Noida"
4507,104,1495,"2025-10-20",38.82,1021.91,5,"Sedan","Noida"
4508,187,1020,"2025-03-17",17.55,370.09,5,"Mini","Delhi"
4509,141,1221,"2025-10-20",36.6,1012.13,3,"Mini","Kanpur"
4510,172,1543,"2025-03-10",17.57,369.63,1,"Sedan","Kanpur"
4511,121,1010,"2025-10-31",9.18,274.44,1,"Mini","Kanpur"
4512,199,1063,"2025-09-28",32.81,732.03,5,"Mini","Prayagraj"
4513,149,1231,"2025-03-26",28.79,619.55,1,"Mini","Prayagraj"
4514,132,1241,"2025-05-20",3.33,98.1,5,"Hatchback","Noida"
4515,112,1504,"2025-06-05",7.87,200.12,5,"Mini","Agra"
4516,105,1356,"2025-01-31",37.49,661.32,4,"Hatchback","Prayagraj"
4517,102,1325,"2025-08-15",34.81,946.17,2,"Mini","Agra"
4518,23,1792,"2025-11-03",17.02,428.13,5,"SUV","Noida"
4519,70,1511,"2025-09-02",5.91,177.12,5,"Hatchback","Kanpur"
4520,50,1315,"2025-06-20",34.65,938.91,2,"SUV","Kanpur"
4521,102,1627,"2025-04-26",9.06,268.4,1,"SUV","Lucknow"
4522,66,1354,"2025-03-29",34.12,710.86,3,"Mini","Lucknow"
4523,184,1778,"2025-01-17",11.18,270.3,4,"Hatchback","Kanpur"
4524,23,1444,"2025-09-21",29.83,549.07,3,"SUV","Prayagraj"
4525,191,1491,"2025-07-08",7.64,167.89,1,"SUV","Delhi"
4526,195,1649,"2025-10-22",28.91,520.43,5,"Sedan","Kanpur"
4527,54,1410,"2025-07-28",29.36,598.13,5,"SUV","Lucknow"
4528,56,1265,"2025-03-08",7.17,154.28,2,"Hatchback","Prayagraj"
4529,198,1533,"2025-04-29",17.21,457.79,4,"SUV","Lucknow"
4530,87,1769,"2025-10-24",20.9,368.9,2,"Sedan","Kanpur"
4531,121,1845,"2025-12-24",10.86,200.27,1,"Sedan","Noida"
4532,168,1213,"2025-05-09",28.33,557.62,1,"SUV","Prayagraj"
4533,49,1239,"2025-04-11",18.94,359.98,1,"SUV","Noida"
4534,197,1992,"2025-02-12",12.68,266.02,2,"Hatchback","Prayagraj"
4535,4,1276,"2025-08-26",20.5,475.83,2,"Mini","Kanpur"
4536,165,1642,"2025-07-10",24.51,662.12,1,"Mini","Agra"
4537,5,1916,"2025-12-01",23.71,492.8,4,"Hatchback","Delhi"
4538,78,1746,"2025-12-20",34.08,693.46,2,"Sedan","Delhi"
4539,57,1475,"2025-11-14",20.6,524.29,2,"Mini","Delhi"
4540,38,1645,"2025-08-19",3.14,56.81,2,"Mini","Noida"
4541,68,1744,"2025-03-09",22.11,536.19,5,"SUV","Prayagraj"
4542,155,1468,"2025-11-11",32.51,506.19,5,"Mini","Prayagraj"
4543,174,1217,"2025-02-11",27.54,769.4,3,"Sedan","Lucknow"
4544,96,1776,"2025-10-25",8.27,197.72,4,"Hatchback","Delhi"
4545,187,1031,"2025-03-07",31.62,797.27,3,"Sedan","Agra"
4546,189,1665,"2025-09-26",18.56,522.54,4,"Sedan","Agra"
4547,77,1507,"2025-08-02",26.56,487.3,4,"Sedan","Delhi"
4548,137,1439,"2025-05-07",33.5,792.45,2,"Hatchback","Prayagraj"
4549,1,1237,"2025-09-28",25.39,720.03,3,"SUV","Delhi"
4550,44,1157,"2025-02-22",7.57,166.88,3,"Hatchback","Noida"
4551,174,1453,"2025-06-01",30.86,574.93,2,"Mini","Lucknow"
4552,87,1939,"2025-11-02",24.67,465.22,3,"Sedan","Lucknow"
4553,191,1293,"2025-08-01",23.14,467.84,3,"Mini","Prayagraj"
4554,121,1060,"2025-09-20",26.81,481.93,4,"SUV","Kanpur"
4555,24,1017,"2025-12-06",4.04,105.34,2,"Mini","Lucknow"
4556,175,1761,"2025-03-27",16.45,339.54,3,"Mini","Prayagraj"
4557,181,1847,"2025-04-06",32.2,581.96,2,"SUV","Delhi"
4558,145,1219,"2025-11-03",36.89,803.47,1,"Mini","Prayagraj"
4559,149,1127,"2025-01-18",16.87,454.72,5,"Sedan","Delhi"
4560,185,1994,"2025-01-12",22.85,490.4,4,"SUV","Prayagraj"
4561,194,1459,"2025-10-13",7.86,154.39,5,"SUV","Prayagraj"
4562,93,1646,"2025-05-24",19.82,403.56,1,"Mini","Agra"
4563,158,1687,"2025-01-12",32.21,863.34,5,"SUV","Agra"
4564,198,1725,"2025-12-03",5.68,120.54,3,"Sedan","Kanpur"
4565,64,1733,"2025-05-20",12.85,337.55,4,"Mini","Noida"
4566,127,1812,"2025-04-20",33.74,635.13,2,"Mini","Noida"
4567,183,1334,"2025-03-08",35.52,929.31,5,"Sedan","Prayagraj"
4568,23,1567,"2025-04-08",14.61,314.86,4,"Hatchback","Prayagraj"
4569,136,1945,"2025-10-04",19.08,312.12,5,"SUV","Agra"
4570,91,1045,"2025-11-07",12.39,337.37,4,"Hatchback","Noida"
4571,41,1765,"2025-06-15",10.14,158.27,1,"SUV","Lucknow"
4572,166,1606,"2025-12-11",3.71,103.54,4,"Hatchback","Agra"
4573,43,1272,"2025-04-24",32.48,951.16,3,"SUV","Delhi"
4574,85,1182,"2025-02-27",11.54,243.33,2,"Sedan","Prayagraj"
4575,61,1517,"2025-08-20",15.52,240.29,1,"Sedan","Noida"
4576,80,1430,"2025-11-15",22.74,412.59,3,"Mini","Agra"
4577,16,1218,"2025-09-02",2.03,39.57,4,"Hatchback","Agra"
4578,150,1126,"2025-12-03",12.5,268.18,1,"Mini","Kanpur"
4579,87,1046,"2025-05-02",9.08,151.97,5,"Mini","Prayagraj"
4580,105,1728,"2025-09-15",13.89,281.51,1,"Sedan","Kanpur"
4581,81,1534,"2025-11-05",31.94,624.12,2,"SUV","Lucknow"
4582,107,1732,"2025-12-05",16.17,447.53,4,"Sedan","Kanpur"
4583,81,1768,"2025-01-01",32.97,749.55,1,"SUV","Noida"
4584,50,1809,"2025-09-23",14.87,413.66,1,"Sedan","Kanpur"
4585,91,1877,"2025-08-27",4.61,128.31,1,"Sedan","Delhi"
4586,168,1828,"2025-02-16",23.24,482.73,5,"Hatchback","Noida"
4587,49,1936,"2025-07-25",23.59,558.52,3,"Sedan","Delhi"
4588,172,1833,"2025-10-31",14.77,349.07,2,"Mini","Noida"
4589,170,1505,"2025-02-09",18.64,419.87,4,"Sedan","Noida"
4590,38,1612,"2025-04-15",2.44,47.99,2,"Hatchback","Kanpur"
4591,26,1615,"2025-08-05",20.64,591.89,1,"SUV","Noida"
4592,20,1781,"2025-04-10",10.36,281.71,3,"Hatchback","Lucknow"
4593,198,1828,"2025-05-16",38.55,602.59,1,"Sedan","Lucknow"
4594,121,1508,"2025-07-05",20.16,506.89,5,"Hatchback","Agra"
4595,139,1008,"2025-07-18",7.87,171.05,4,"Sedan","Kanpur"
4596,47,1927,"2025-08-01",28.24,803.27,2,"Sedan","Prayagraj"
4597,100,1607,"2025-07-09",10.72,170.37,1,"Mini","Delhi"
4598,29,1121,"2025-10-11",20.63,338.32,4,"Sedan","Prayagraj"
4599,32,1684,"2025-03-09",4.41,71.57,2,"SUV","Lucknow"
4600,150,1896,"2025-09-18",4.25,84.44,4,"SUV","Kanpur"
4601,30,1810,"2025-05-26",18.31,316.02,3,"Mini","Noida"
4602,155,1867,"2025-02-23",27.01,609.71,1,"Mini","Prayagraj"
4603,141,1050,"2025-05-28",6.09,161.03,3,"Sedan","Delhi"
4604,194,1051,"2025-04-22",8.2,131.01,4,"Sedan","Noida"
4605,199,1106,"2025-12-19",6.65,178.16,5,"Sedan","Delhi"
4606,105,1860,"2025-01-22",11.69,314.97,5,"Sedan","Prayagraj"
4607,66,1040,"2025-10-10",25.23,721.72,2,"Hatchback","Agra"
4608,145,1897,"2025-06-30",23.43,444.1,1,"Mini","Kanpur"
4609,190,1341,"2025-09-14",24.44,664.12,1,"Mini","Lucknow"
4610,88,1408,"2025-08-10",28.31,618.6,5,"SUV","Prayagraj"
4611,90,1586,"2025-12-01",25.49,591.26,1,"Mini","Delhi"
4612,21,1313,"2025-03-15",7.38,219.5,5,"Sedan","Delhi"
4613,167,1454,"2025-08-09",25.57,557.8,2,"Hatchback","Lucknow"
4614,74,1466,"2025-07-27",27.63,674.35,4,"Sedan","Noida"
4615,25,1401,"2025-05-27",32.64,585.19,4,"SUV","Noida"
4616,121,1301,"2025-12-11",39.26,824.96,4,"Hatchback","Noida"
4617,176,1397,"2025-03-08",36.45,620.42,5,"Mini","Agra"
4618,100,1141,"2025-10-04",5.22,137.69,4,"Mini","Kanpur"
4619,134,1131,"2025-05-19",31.18,611.96,4,"Mini","Agra"
4620,95,1388,"2025-03-22",26.72,450.87,4,"Mini","Prayagraj"
4621,94,1842,"2025-09-12",13.22,229.66,2,"SUV","Kanpur"
4622,38,1281,"2025-04-02",29.24,503.3,2,"Hatchback","Lucknow"
4623,9,1001,"2025-09-24",14.98,391.6,3,"Hatchback","Noida"
4624,47,1111,"2025-07-05",16.84,268.39,1,"Hatchback","Lucknow"
4625,188,1919,"2025-04-27",2.31,47.12,3,"SUV","Kanpur"
4626,70,1381,"2025-07-31",9.16,153.75,1,"Hatchback","Noida"
4627,74,1680,"2025-03-18",38.51,937.92,2,"SUV","Lucknow"
4628,2,1620,"2025-02-13",29.57,758.96,2,"Hatchback","Delhi"
4629,28,1812,"2025-05-22",35.79,658.3,1,"Hatchback","Kanpur"
4630,125,1525,"2025-04-24",32.68,754.05,3,"SUV","Prayagraj"
4631,124,1606,"2025-10-06",34.03,748.1,2,"Hatchback","Kanpur"
4632,30,1438,"2025-09-29",30.74,505.67,2,"SUV","Kanpur"
4633,145,1887,"2025-12-15",10.25,249.49,5,"Sedan","Noida"
4634,11,1824,"2025-12-15",6.14,93.53,5,"Mini","Lucknow"
4635,105,1353,"2025-08-26",34.74,605.84,5,"Mini","Lucknow"
4636,122,1463,"2025-05-25",27.81,568.0,3,"SUV","Agra"
4637,129,1536,"2025-09-30",10.1,257.89,2,"SUV","Prayagraj"
4638,161,1153,"2025-06-11",30.77,689.55,3,"Hatchback","Prayagraj"
4639,52,1335,"2025-03-01",9.06,222.79,1,"Mini","Noida"
4640,142,1026,"2025-06-19",27.82,733.29,1,"SUV","Delhi"
4641,189,1540,"2025-04-06",14.78,272.78,5,"Mini","Lucknow"
4642,102,1485,"2025-08-11",2.27,42.97,4,"Mini","Prayagraj"
4643,140,1994,"2025-09-11",3.68,62.29,3,"Hatchback","Prayagraj"
4644,21,1741,"2025-12-07",28.46,640.59,2,"Sedan","Prayagraj"
4645,176,1863,"2025-04-21",19.96,361.56,4,"Hatchback","Noida"
4646,193,1727,"2025-03-11",9.2,189.26,4,"SUV","Kanpur"
4647,76,1729,"2025-02-12",26.95,418.18,3,"Hatchback","Lucknow"
4648,4,1825,"2025-07-18",2.14,58.39,1,"Hatchback","Delhi"
4649,153,1392,"2025-06-06",15.51,370.12,3,"Mini","Delhi"
4650,18,1610,"2025-11-10",12.31,222.46,4,"Sedan","Kanpur"
4651,59,1839,"2025-05-05",27.97,571.61,3,"Mini","Lucknow"
4652,120,1030,"2025-02-17",25.64,708.43,1,"Sedan","Prayagraj"
4653,58,1302,"2025-06-04",9.83,240.81,5,"Mini","Delhi"
4654,92,1834,"2025-10-10",30.08,696.08,4,"Sedan","Prayagraj"
